budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,education,year active,birth day,birth place,roles,died,link,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
30000000.0,Pixar Animation Studios,United States,John Lasseter,Animation,191796233.0,Toy Story,G,1995-11-22,81,8.3,Tom Hanks,694113,John Lasseter,1995,,1978-present,1957-01-12,"Hollywood, California, U.S.","Animator, film director, screenwriter, producer, voice actor",0,https://en.wikipedia.org/wiki/John_Lasseter,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
120000000.0,Pixar Animation Studios,United States,John Lasseter,Animation,162798565.0,A Bug's Life,G,1998-11-25,95,7.2,Kevin Spacey,226736,John Lasseter,1998,,1978-present,1957-01-12,"Hollywood, California, U.S.","Animator, film director, screenwriter, producer, voice actor",0,https://en.wikipedia.org/wiki/John_Lasseter,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
90000000.0,Pixar Animation Studios,United States,John Lasseter,Animation,245852179.0,Toy Story 2,G,1999-11-24,92,7.9,Tom Hanks,420432,John Lasseter,1999,,1978-present,1957-01-12,"Hollywood, California, U.S.","Animator, film director, screenwriter, producer, voice actor",0,https://en.wikipedia.org/wiki/John_Lasseter,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
120000000.0,Pixar Animation Studios,United States,John Lasseter,Animation,244082982.0,Cars,G,2006-06-09,117,7.1,Owen Wilson,292006,John Lasseter,2006,,1978-present,1957-01-12,"Hollywood, California, U.S.","Animator, film director, screenwriter, producer, voice actor",0,https://en.wikipedia.org/wiki/John_Lasseter,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
200000000.0,Walt Disney Pictures,United States,John Lasseter,Animation,191452396.0,Cars 2,G,2011-06-24,106,6.2,Owen Wilson,116477,John Lasseter,2011,,1978-present,1957-01-12,"Hollywood, California, U.S.","Animator, film director, screenwriter, producer, voice actor",0,https://en.wikipedia.org/wiki/John_Lasseter,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
1500000.0,Guys Upstairs,United States,Larry Clark,Drama,7417210.0,Kids,UNRATED,1995-09-01,91,7.0,Leo Fitzpatrick,63097,Harmony Korine,1995,,1962-present,1943-01-19,"Tulsa, Oklahoma, United States",,0,https://en.wikipedia.org/wiki/Larry_Clark,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
4500000.0,Chinese Bookie Pictures,United States,Larry Clark,Crime,1025234.0,Another Day in Paradise,R,1999,101,6.5,James Woods,7508,Eddie Little,1998,,1962-present,1943-01-19,"Tulsa, Oklahoma, United States",,0,https://en.wikipedia.org/wiki/Larry_Clark,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
0.0,StudioCanal,United States,Larry Clark,Biography,1537670.0,Bully,R,2002-06-28,108,7.0,Brad Renfro,30774,Jim Schutze,2001,,1962-present,1943-01-19,"Tulsa, Oklahoma, United States",,0,https://en.wikipedia.org/wiki/Larry_Clark,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
50000000.0,Universal Pictures,United States,Brad Silberling,Comedy,100328194.0,Casper,PG,1995-05-26,100,6.0,Bill Pullman,94596,Joseph Oriolo,1995,University of California,1987-present,1963-09-08,"Washington D.C., U.S.","Director, producer, screenwriter, actor",0,https://en.wikipedia.org/wiki/Brad_Silberling,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
21000000.0,Touchstone Pictures,United States,Brad Silberling,Drama,6835856.0,Moonlight Mile,PG-13,2002-10-04,112,6.7,Jake Gyllenhaal,12451,Brad Silberling,2002,University of California,1987-present,1963-09-08,"Washington D.C., U.S.","Director, producer, screenwriter, actor",0,https://en.wikipedia.org/wiki/Brad_Silberling,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
140000000.0,Paramount Pictures,United States,Brad Silberling,Adventure,118627117.0,A Series of Unfortunate Events,PG,2004-12-17,108,6.8,Jim Carrey,172422,Robert Gordon,2004,University of California,1987-present,1963-09-08,"Washington D.C., U.S.","Director, producer, screenwriter, actor",0,https://en.wikipedia.org/wiki/Brad_Silberling,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
100000000.0,Universal Pictures,United States,Brad Silberling,Adventure,49438370.0,Land of the Lost,PG-13,2009-06-05,102,5.4,Will Ferrell,54864,Chris Henchy,2009,University of California,1987-present,1963-09-08,"Washington D.C., U.S.","Director, producer, screenwriter, actor",0,https://en.wikipedia.org/wiki/Brad_Silberling,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
3500000.0,New Line Cinema,United States,F. Gary Gray,Comedy,27467564.0,Friday,R,1995-04-26,91,7.3,Ice Cube,82224,Ice Cube,1995,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
9000000.0,New Line Cinema,United States,F. Gary Gray,Action,36049108.0,Set It Off,R,1996-11-06,123,6.8,Jada Pinkett Smith,11203,Takashi Bufford,1996,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
60000000.0,Paramount Pictures,United States,F. Gary Gray,Action,106128601.0,The Italian Job,PG-13,2003-05-30,111,7.0,Donald Sutherland,302646,Troy Kennedy-Martin,2003,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
36000000.0,"""DIA"" Productions GmbH & Co. KG",United States,F. Gary Gray,Action,26183197.0,A Man Apart,R,2003-04-04,109,6.1,Vin Diesel,40381,Christian Gudegast,2003,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
53000000.0,Metro-Goldwyn-Mayer (MGM),United States,F. Gary Gray,Comedy,56046979.0,Be Cool,PG-13,2005-03-04,118,5.7,John Travolta,61786,Elmore Leonard,2005,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
50000000.0,"Film Department, The",United States,F. Gary Gray,Crime,73343413.0,Law Abiding Citizen,R,2009-10-16,109,7.4,Gerard Butler,232508,Kurt Wimmer,2009,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
28000000.0,Universal Pictures,United States,F. Gary Gray,Biography,161197785.0,Straight Outta Compton,R,2015-08-14,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015,,1989-present,1969-07-17,"New York City, New York, U.S.","Film director, film producer, music video director, actor",0,https://en.wikipedia.org/wiki/F._Gary_Gray,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
19000000.0,Don Simpson/Jerry Bruckheimer Films,United States,Michael Bay,Action,65807024.0,Bad Boys,R,1995-04-07,119,6.8,Will Smith,186965,George Gallo,1995,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
75000000.0,Hollywood Pictures,United States,Michael Bay,Action,134069511.0,The Rock,R,1996-06-07,136,7.4,Sean Connery,274324,David Weisberg,1996,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
140000000.0,Touchstone Pictures,United States,Michael Bay,Action,201573391.0,Armageddon,PG-13,1998-07-01,151,6.6,Bruce Willis,344203,Jonathan Hensleigh,1998,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
140000000.0,Touchstone Pictures,United States,Michael Bay,Action,198542554.0,Pearl Harbor,PG-13,2001-05-25,183,6.1,Ben Affleck,272170,Randall Wallace,2001,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
130000000.0,Columbia Pictures Corporation,United States,Michael Bay,Action,138608444.0,Bad Boys II,R,2003-07-18,147,6.6,Will Smith,190484,George Gallo,2003,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
126000000.0,DreamWorks,United States,Michael Bay,Action,35818913.0,The Island,PG-13,2005-07-22,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
150000000.0,DreamWorks,United States,Michael Bay,Action,319071806.0,Transformers,PG-13,2007-07-03,144,7.1,Shia LaBeouf,541000,Roberto Orci,2007,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
200000000.0,DreamWorks,United States,Michael Bay,Action,402111870.0,Transformers: Revenge of the Fallen,PG-13,2009-06-24,150,6.0,Shia LaBeouf,343549,Ehren Kruger,2009,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
195000000.0,Paramount Pictures,United States,Michael Bay,Action,352390543.0,Transformers: Dark of the Moon,PG-13,2011-06-29,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011,,1986-present,1965-02-17,"Los Angeles, California, U.S.","Film director, producer, camera operator, actor",0,https://en.wikipedia.org/wiki/Michael_Bay,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
